"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/01031","","Coffee County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.4,"Percentage of Population With High Blood Pressure"
"geoId/01033","","Colbert County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.8,"Percentage of Population With High Blood Pressure"
"geoId/01035","","Conecuh County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",42.1,"Percentage of Population With High Blood Pressure"
"geoId/01037","","Coosa County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.2,"Percentage of Population With High Blood Pressure"
"geoId/01039","","Covington County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.7,"Percentage of Population With High Blood Pressure"
"geoId/01041","","Crenshaw County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.1,"Percentage of Population With High Blood Pressure"
"geoId/01043","","Cullman County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.9,"Percentage of Population With High Blood Pressure"
"geoId/01045","","Dale County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.4,"Percentage of Population With High Blood Pressure"
"geoId/01047","","Dallas County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",45.4,"Percentage of Population With High Blood Pressure"
"geoId/01049","","DeKalb County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.2,"Percentage of Population With High Blood Pressure"
"geoId/01051","","Elmore County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.9,"Percentage of Population With High Blood Pressure"
"geoId/01053","","Escambia County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.8,"Percentage of Population With High Blood Pressure"
"geoId/01055","","Etowah County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.8,"Percentage of Population With High Blood Pressure"
"geoId/01057","","Fayette County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.9,"Percentage of Population With High Blood Pressure"
"geoId/01059","","Franklin County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.8,"Percentage of Population With High Blood Pressure"
"geoId/01061","","Geneva County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.8,"Percentage of Population With High Blood Pressure"
"geoId/01063","","Greene County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",50.4,"Percentage of Population With High Blood Pressure"
"geoId/01065","","Hale County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",43.7,"Percentage of Population With High Blood Pressure"
"geoId/01067","","Henry County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.2,"Percentage of Population With High Blood Pressure"
"geoId/01069","","Houston County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.2,"Percentage of Population With High Blood Pressure"
"geoId/01071","","Jackson County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.9,"Percentage of Population With High Blood Pressure"
"geoId/01073","","Jefferson County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.2,"Percentage of Population With High Blood Pressure"
"geoId/01075","","Lamar County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37,"Percentage of Population With High Blood Pressure"
"geoId/01077","","Lauderdale County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.6,"Percentage of Population With High Blood Pressure"
"geoId/01079","","Lawrence County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.7,"Percentage of Population With High Blood Pressure"
"geoId/01081","","Lee County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.6,"Percentage of Population With High Blood Pressure"
"geoId/01083","","Limestone County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",34.6,"Percentage of Population With High Blood Pressure"
"geoId/01085","","Lowndes County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",47.9,"Percentage of Population With High Blood Pressure"
"geoId/01087","","Macon County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",46.2,"Percentage of Population With High Blood Pressure"
"geoId/01089","","Madison County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.1,"Percentage of Population With High Blood Pressure"
"geoId/01091","","Marengo County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",43.6,"Percentage of Population With High Blood Pressure"
"geoId/01093","","Marion County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.2,"Percentage of Population With High Blood Pressure"
"geoId/01095","","Marshall County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.6,"Percentage of Population With High Blood Pressure"
"geoId/01097","","Mobile County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.3,"Percentage of Population With High Blood Pressure"
"geoId/01099","","Monroe County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.9,"Percentage of Population With High Blood Pressure"
"geoId/01101","","Montgomery County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.7,"Percentage of Population With High Blood Pressure"
"geoId/01103","","Morgan County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.4,"Percentage of Population With High Blood Pressure"
"geoId/01105","","Perry County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",49.1,"Percentage of Population With High Blood Pressure"
"geoId/01107","","Pickens County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.6,"Percentage of Population With High Blood Pressure"
"geoId/01109","","Pike County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.4,"Percentage of Population With High Blood Pressure"
"geoId/01111","","Randolph County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.2,"Percentage of Population With High Blood Pressure"
"geoId/01113","","Russell County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.8,"Percentage of Population With High Blood Pressure"
"geoId/01115","","St. Clair County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.5,"Percentage of Population With High Blood Pressure"
"geoId/01117","","Shelby County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.7,"Percentage of Population With High Blood Pressure"
"geoId/01119","","Sumter County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",47.4,"Percentage of Population With High Blood Pressure"
"geoId/01121","","Talladega County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.2,"Percentage of Population With High Blood Pressure"
"geoId/01123","","Tallapoosa County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.4,"Percentage of Population With High Blood Pressure"
"geoId/01125","","Tuscaloosa County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.7,"Percentage of Population With High Blood Pressure"
"geoId/01127","","Walker County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.3,"Percentage of Population With High Blood Pressure"
"geoId/01129","","Washington County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.3,"Percentage of Population With High Blood Pressure"
"geoId/01131","","Wilcox County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",48.2,"Percentage of Population With High Blood Pressure"
"geoId/01133","","Winston County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.6,"Percentage of Population With High Blood Pressure"
"geoId/02013","","Aleutians East Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",31.3,"Percentage of Population With High Blood Pressure"
"geoId/02016","","Aleutians West Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",29.3,"Percentage of Population With High Blood Pressure"
"geoId/02020","","Anchorage Municipality","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27,"Percentage of Population With High Blood Pressure"
"geoId/02050","","Bethel Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.7,"Percentage of Population With High Blood Pressure"
"geoId/02060","","Bristol Bay Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",28.5,"Percentage of Population With High Blood Pressure"
"geoId/02063","","Chugach Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",25.1,"Percentage of Population With High Blood Pressure"
"geoId/02066","","Copper River Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.6,"Percentage of Population With High Blood Pressure"
"geoId/02068","","Denali Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.5,"Percentage of Population With High Blood Pressure"
"geoId/02070","","Dillingham Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",31.1,"Percentage of Population With High Blood Pressure"
"geoId/02090","","Fairbanks North Star Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.9,"Percentage of Population With High Blood Pressure"
"geoId/02100","","Haines Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",28.2,"Percentage of Population With High Blood Pressure"
"geoId/02105","","Hoonah-Angoon Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30.1,"Percentage of Population With High Blood Pressure"
"geoId/02110","","Juneau City and Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.2,"Percentage of Population With High Blood Pressure"
"geoId/02122","","Kenai Peninsula Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",28.9,"Percentage of Population With High Blood Pressure"
"geoId/02130","","Ketchikan Gateway Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.4,"Percentage of Population With High Blood Pressure"
"geoId/02150","","Kodiak Island Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",28.1,"Percentage of Population With High Blood Pressure"
"geoId/02158","","Kusilvak Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",40.7,"Percentage of Population With High Blood Pressure"
"geoId/02164","","Lake and Peninsula Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30.2,"Percentage of Population With High Blood Pressure"
"geoId/02170","","Matanuska-Susitna Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30,"Percentage of Population With High Blood Pressure"
"geoId/02180","","Nome Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.8,"Percentage of Population With High Blood Pressure"
"geoId/02185","","North Slope Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.1,"Percentage of Population With High Blood Pressure"
"geoId/02188","","Northwest Arctic Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.8,"Percentage of Population With High Blood Pressure"
"geoId/02195","","Petersburg Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",25.8,"Percentage of Population With High Blood Pressure"
"geoId/02198","","Prince of Wales-Hyder Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",31.7,"Percentage of Population With High Blood Pressure"
"geoId/02220","","Sitka City and Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.5,"Percentage of Population With High Blood Pressure"
"geoId/02230","","Skagway Municipality","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.7,"Percentage of Population With High Blood Pressure"
"geoId/02240","","Southeast Fairbanks Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",31.1,"Percentage of Population With High Blood Pressure"
"geoId/02261","","Valdez-Cordova Census Area","Percent_Person_WithHighBloodPressure","2017","CDC500","https://www.cdc.gov/places/index.html","","","",28.1,"Percentage of Population With High Blood Pressure"
"geoId/02275","","Wrangell City and Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",29.6,"Percentage of Population With High Blood Pressure"
"geoId/02282","","Yakutat City and Borough","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30.3,"Percentage of Population With High Blood Pressure"
"geoId/02290","","Yukon-Koyukuk Census Area","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.1,"Percentage of Population With High Blood Pressure"
"geoId/04001","","Apache County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.4,"Percentage of Population With High Blood Pressure"
"geoId/04003","","Cochise County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30.5,"Percentage of Population With High Blood Pressure"
"geoId/04005","","Coconino County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",26.5,"Percentage of Population With High Blood Pressure"
"geoId/04007","","Gila County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.3,"Percentage of Population With High Blood Pressure"
"geoId/04009","","Graham County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",29.1,"Percentage of Population With High Blood Pressure"
"geoId/04011","","Greenlee County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",25.8,"Percentage of Population With High Blood Pressure"
"geoId/04012","","La Paz County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30.1,"Percentage of Population With High Blood Pressure"
"geoId/04013","","Maricopa County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.3,"Percentage of Population With High Blood Pressure"
"geoId/04015","","Mohave County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",28.1,"Percentage of Population With High Blood Pressure"
"geoId/04017","","Navajo County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",32.5,"Percentage of Population With High Blood Pressure"
"geoId/04019","","Pima County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.9,"Percentage of Population With High Blood Pressure"
"geoId/04021","","Pinal County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",28.7,"Percentage of Population With High Blood Pressure"
"geoId/04023","","Santa Cruz County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",27.2,"Percentage of Population With High Blood Pressure"
"geoId/04025","","Yavapai County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",25.6,"Percentage of Population With High Blood Pressure"
"geoId/04027","","Yuma County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",30.1,"Percentage of Population With High Blood Pressure"
"geoId/05001","","Arkansas County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.5,"Percentage of Population With High Blood Pressure"
"geoId/05003","","Ashley County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.3,"Percentage of Population With High Blood Pressure"
"geoId/05005","","Baxter County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.3,"Percentage of Population With High Blood Pressure"
"geoId/05007","","Benton County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",31.6,"Percentage of Population With High Blood Pressure"
"geoId/05009","","Boone County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.4,"Percentage of Population With High Blood Pressure"
"geoId/05011","","Bradley County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.6,"Percentage of Population With High Blood Pressure"
"geoId/05013","","Calhoun County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.5,"Percentage of Population With High Blood Pressure"
"geoId/05015","","Carroll County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",34.6,"Percentage of Population With High Blood Pressure"
"geoId/05017","","Chicot County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",45.1,"Percentage of Population With High Blood Pressure"
"geoId/05019","","Clark County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.9,"Percentage of Population With High Blood Pressure"
"geoId/05021","","Clay County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.9,"Percentage of Population With High Blood Pressure"
"geoId/05023","","Cleburne County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.1,"Percentage of Population With High Blood Pressure"
"geoId/05025","","Cleveland County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.1,"Percentage of Population With High Blood Pressure"
"geoId/05027","","Columbia County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",41.1,"Percentage of Population With High Blood Pressure"
"geoId/05029","","Conway County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.1,"Percentage of Population With High Blood Pressure"
"geoId/05031","","Craighead County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.5,"Percentage of Population With High Blood Pressure"
"geoId/05033","","Crawford County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.7,"Percentage of Population With High Blood Pressure"
"geoId/05035","","Crittenden County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",42.9,"Percentage of Population With High Blood Pressure"
"geoId/05037","","Cross County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.9,"Percentage of Population With High Blood Pressure"
"geoId/05039","","Dallas County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",40.2,"Percentage of Population With High Blood Pressure"
"geoId/05041","","Desha County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",44.6,"Percentage of Population With High Blood Pressure"
"geoId/05043","","Drew County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.1,"Percentage of Population With High Blood Pressure"
"geoId/05045","","Faulkner County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",34.7,"Percentage of Population With High Blood Pressure"
"geoId/05047","","Franklin County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.9,"Percentage of Population With High Blood Pressure"
"geoId/05049","","Fulton County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",39.1,"Percentage of Population With High Blood Pressure"
"geoId/05051","","Garland County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",33.8,"Percentage of Population With High Blood Pressure"
"geoId/05053","","Grant County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",34.5,"Percentage of Population With High Blood Pressure"
"geoId/05055","","Greene County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",35.3,"Percentage of Population With High Blood Pressure"
"geoId/05057","","Hempstead County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",38.8,"Percentage of Population With High Blood Pressure"
"geoId/05059","","Hot Spring County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.8,"Percentage of Population With High Blood Pressure"
"geoId/05061","","Howard County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.8,"Percentage of Population With High Blood Pressure"
"geoId/05063","","Independence County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.7,"Percentage of Population With High Blood Pressure"
"geoId/05065","","Izard County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",37.1,"Percentage of Population With High Blood Pressure"
"geoId/05067","","Jackson County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",40.9,"Percentage of Population With High Blood Pressure"
"geoId/05069","","Jefferson County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",45.7,"Percentage of Population With High Blood Pressure"
"geoId/05071","","Johnson County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.2,"Percentage of Population With High Blood Pressure"
"geoId/05073","","Lafayette County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",42.8,"Percentage of Population With High Blood Pressure"
"geoId/05075","","Lawrence County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",36.3,"Percentage of Population With High Blood Pressure"
"geoId/05077","","Lee County","Percent_Person_WithHighBloodPressure","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",46.8,"Percentage of Population With High Blood Pressure"
